landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y
0.6773212255639882,1.0,0.3511032926689357,0.9447580109211405,0.06547674921226491,0.6628186392826189,0.0,0.3691976436755942,0.17347149262327663,0.20724491286556898,0.3534198538213988,0.32305850295786076,0.27288313939811126,0.060238867253286366,0.2594473164858266,0.34522177416843697,0.29537545325911996,0.5209153416775368,0.5597612516615156,0.2963622235796494,0.46314999009174695,0.0,0.45368094498080347,0.37138301054303396,0.5275177102780453,0.5495852482576405,0.7660481830813393,0.3023864839632114,0.6756466728549791,0.0210200549491122,0.6424227359062343,0.387163487398554,0.6984455051876368,0.5695186694777628,1.0,0.34157451394625976,0.901455759939832,0.07315160613432942,0.8446426481341774,0.2983911877865714,0.8729495420764686,0.4454016817111554
0.7143984061154426,1.0,0.35727962737872043,0.8793018306633468,0.07100554927814894,0.622631422721126,0.0,0.34300678748710284,0.16556515767444804,0.19223450129479233,0.36579262731426687,0.30845874492817776,0.2875665710891107,0.05486939402242718,0.27185987231355674,0.3065700411920647,0.30605332759906023,0.47579041227805086,0.5668642671319489,0.286340977135711,0.48562486560297424,0.0,0.46900383926315353,0.3306703102853644,0.5290311835322932,0.5132037271360046,0.7786369047245582,0.2882825363868272,0.7056988902014087,0.009590507350859775,0.6649437229387846,0.32997412764489414,0.7023416025886364,0.5233187625500386,1.0,0.32700180195357337,0.9305772698053446,0.059234756175831335,0.8603617041058041,0.24006555426222678,0.8634965414690045,0.3902185080549288
0.7672474725778274,1.0,0.38672680929060343,0.8745741617396785,0.07907380359137382,0.632229165543828,0.0,0.33850120142352236,0.16870063292951856,0.18905003390834793,0.3365105822378784,0.31318103949669496,0.28994758999914083,0.06789373775141527,0.2952235300856316,0.32766524409216063,0.3218059970787868,0.506994774708704,0.5550803333619727,0.27579654858978636,0.497676776355357,0.0,0.4981098032477017,0.3383110766057529,0.5414898187129479,0.5138746478971038,0.7741272159692987,0.27547234444400726,0.7222281410201334,0.02424306350268109,0.6947796202422889,0.3508758471713891,0.7154262966463327,0.53109995638702,1.0,0.32298767759724556,0.9335309448119827,0.07229223407903042,0.8815625626485666,0.2798090088743652,0.8806363662399405,0.4251843962743471
0.8039870696535636,1.0,0.41370839619240884,0.8795131770919903,0.08382899854826735,0.6245626347250289,0.0,0.31904231463472243,0.17948314602828352,0.17465321012098645,0.30598066252643275,0.31041829276313765,0.299812104814981,0.06297298549530048,0.31349879177069007,0.3174904961445111,0.31993726378870296,0.4855411470853061,0.537560752486259,0.27444037171066804,0.5064631416051717,0.0,0.5178268241418321,0.3363797835586621,0.5402256483602851,0.5032210885312529,0.7653835192065797,0.2750060831803223,0.736644901318749,0.029191813448704775,0.7240349692849128,0.35336084777663407,0.7251680289115953,0.522813627231134,1.0,0.32645682853596397,0.9525328120020734,0.09542055593302054,0.9184498908443326,0.2996266822707127,0.9037201156974615,0.4303486383234204
0.8450724976613657,1.0,0.43511751637043966,0.9016012397923839,0.0883910196445276,0.6157913238338659,0.0,0.30418334707441846,0.18265025724976613,0.18221361343457565,0.301771515434986,0.3107268544711957,0.3183892656688494,0.04430638996168102,0.34311213751169317,0.3080138167338644,0.33598631898971,0.4717708383754784,0.5392855472404116,0.28439570833773076,0.527129911131899,0.0,0.5454045837231057,0.34388241334189273,0.545284144059869,0.4990807095002345,0.7687435687558466,0.2855317085789602,0.7638406220767072,0.035377726428352074,0.7599210710944808,0.36501062123723726,0.7475391721234799,0.5259573198456449,1.0,0.33164589104522973,0.9810465388213283,0.11261463358120188,0.9581998362956033,0.32333236259642234,0.9422684752104771,0.44884071000808595
0.8326211114652168,1.0,0.4201093658202759,0.8685644630675345,0.07653377140700648,0.5735285186501068,0.0,0.26173477754630725,0.21897286279149888,0.1785481878423904,0.2649864451882619,0.2827760308475726,0.30057112739997055,0.044223041164665675,0.3341667532366918,0.29975646103458625,0.33052024770178595,0.45218744129197863,0.5138004358433945,0.25688399347200375,0.5222713861709813,0.0,0.5467868434690693,0.33280515077227113,0.5456482275447626,0.48150493083961926,0.7517987490484633,0.2718929532766593,0.7668883446226515,0.05322955110550515,0.7619606027151882,0.35839681198377044,0.7520922067609136,0.5066193923627458,1.0,0.332223796805448,0.987995818814513,0.1164750730310999,0.9607271412582176,0.3090587213764122,0.9483056632056264,0.42453940456282285
0.831969385027365,1.0,0.4112427249576746,0.8490335119265381,0.06836663868423151,0.5598500690040954,0.0,0.23852516165566182,0.23684864629107674,0.1613679293774814,0.24937860234771067,0.2620467137337964,0.3050663840284389,0.027337739870353855,0.3243414357334134,0.30374767186556867,0.30442798587434167,0.44363531263765643,0.5039652204906462,0.2410141046323773,0.5324873727307261,0.0,0.5357039849176237,0.3356391651509504,0.5090131970791966,0.4550522886214745,0.7459497770003142,0.2577941891832132,0.7821444315735665,0.054822504696471,0.7618241421195053,0.3634047706152248,0.7295671554994865,0.4974333807527103,0.9894743444840992,0.31863753811306106,1.0,0.11258392913856585,0.9672382743435461,0.3113257745659461,0.9382500738642492,0.42400346082962276
0.7912205859991257,1.0,0.37200632947482465,0.8472386758066965,0.04480883275360666,0.544911769607488,0.0,0.23279168079989823,0.24660063960008363,0.13961738460744216,0.20778211780806297,0.24234809611848168,0.2969293493756059,0.021760954321441244,0.31541288893957536,0.30241331462018156,0.28947606013951455,0.4313067431844502,0.4764830548744559,0.23038292624377116,0.5357583252551747,0.0,0.5272958601813309,0.3377728455443313,0.48052154017220733,0.44015162418389575,0.7189293826386117,0.25281994771948185,0.7878556765695387,0.05590186632603582,0.7529342723004695,0.3673840939214346,0.7057970291383932,0.4997329007526023,0.961967910703085,0.3169777210059693,1.0,0.1224418280297141,0.9557893073691813,0.3028919159376156,0.9077604968542701,0.4122767605578834
0.8329726521754769,1.0,0.41397484623592745,0.8892173923289804,0.05195906818372559,0.5633439436373794,0.0,0.23661794817822526,0.2695780929658182,0.12837061936645613,0.18297025429520303,0.27093272124572787,0.26942582756842953,0.027269177682690316,0.31917045331926575,0.29481420720247364,0.27587912285539584,0.40714618170989253,0.4575263467095088,0.24931697171960304,0.534560648386826,0.0,0.5587444698886185,0.3283016068638651,0.4877600201421943,0.42919001228138676,0.7042256645125708,0.25567177257421186,0.7887119786109079,0.057094522758593357,0.7844839162180632,0.3645315639138257,0.7089848573860708,0.48509455810842006,0.9444740849089405,0.29789392695333233,1.0,0.10203526627256966,0.992830937451293,0.2798775664108089,0.9425641732708286,0.37726754409221375
0.8349082059943435,1.0,0.40353259511697864,0.8625876080749186,0.03621665783871838,0.5496512754600704,0.0,0.23280903357613297,0.28484936688619944,0.11902192132955139,0.16575451474600494,0.25771329393750547,0.2340884560418145,0.03170272054009347,0.29254779584453483,0.29138493009745264,0.2215323652571931,0.3941371557024988,0.44276991035468366,0.227185643468108,0.5126585282977384,0.0,0.5619465875815752,0.3150152016890532,0.46009309321313996,0.3954583049144596,0.699843095711616,0.23128045723822144,0.7809461228650523,0.044360373037784055,0.7974835350436233,0.33514390897272733,0.6974757897682414,0.43338961934298015,0.9552054496756979,0.27253875038227543,0.9970411798802731,0.08404529399215377,1.0,0.2680159457468375,0.9373794485363928,0.35553272120217877
0.8727640413996529,1.0,0.4192369830990303,0.8909182593970438,0.03905738300544379,0.5881388294913985,0.0,0.24931170704239447,0.26930890003903785,0.09739935923908277,0.12787920300258926,0.2667771200467828,0.18282674306524532,0.03273954770897961,0.25320954191483497,0.2998364759400571,0.1824044306309465,0.41318831458425137,0.40508039251594585,0.23085546094101328,0.47488381520181383,0.0,0.5434098731172718,0.3121637971545722,0.4266209335320635,0.38766501297132944,0.6630794006030987,0.22421268694904456,0.7422440822492569,0.02756565550230447,0.7849706303860313,0.3187168704739589,0.6802117297278627,0.4136408105587008,0.9268317638908531,0.25090129878322504,0.9718139035941525,0.05384675478537783,1.0,0.2486426784354659,0.941569685787818,0.3442552109236787
0.886263172136143,1.0,0.46552801078300715,0.9053009286155365,0.06644358014045221,0.6087280460691481,0.0,0.2655540164939248,0.2565794298459679,0.10092130463106691,0.1398655158723134,0.27577740381916477,0.18896246431163496,0.0459662732268117,0.2893229515700352,0.3119414500919738,0.23264135627166907,0.43552395039550695,0.4057656466137463,0.22936333763719371,0.4688275249913387,0.0,0.5620990195656956,0.31151624261239536,0.45043395028790933,0.3970755072919754,0.6555905239014053,0.21857740225254216,0.7408550540288339,0.015111641441867205,0.8020986908154776,0.2992563764802951,0.6966552194154821,0.3967572218037309,0.9092415479583347,0.24156484707805306,0.9595668842318751,0.04421753076781478,1.0,0.23057512020564533,0.9396224935956928,0.3227391351460027
